PCE,HOMO_LUMO_gap,HOMO,LUMO,Voc,Jsc,CATE,CATE_var,CATE_se
1.16105791120339,-2.33008359717204,-4.92140019369351,-2.59131659652147,0.321400193693511,55.59750915745,12.2587492471955,23.9547580264928,4.89435981784061
0,-1.28851676124261,-5.31699792827518,-4.02848116703257,0,0,-3.45863969811766,1.92031283274688,1.38575352525147
4.63292275065995,-2.08428699768694,-5.45719659166925,-3.37290959398231,0.85719659166925,83.1806309854,45.8440851705826,561.12010085763,23.6879737600672
5.76824717307903,-1.19367929532324,-4.93878685824195,-3.74510756291871,0.33878685824195,262.0383726701,-1.28431237501853,42.4317151320268,6.51396308955054
1.36449849254748,-1.98688523389723,-4.81608205013945,-2.82919681624222,0.21608205013945,97.18560794085,25.01838669386,813.039605221601,28.5138493581909
4.85581488018257,-2.08266156095885,-5.49356482303201,-3.41090326207316,0.89356482303201,83.63414958925,42.408542580677,219.00445644527,14.798799155515
7.38166889951584,-1.59552009435991,-5.28020024705025,-3.68468015269034,0.68020024705025,167.0188015782,-3.37643974446098,209.937586683441,14.4892231221498
7.15951184027012,-1.23758045099383,-5.04400040338947,-3.80641995239564,0.44400040338947,248.16905911785,-4.00798023386108,54.5461677808836,7.38553774486893
4.14927024507866,-1.20942074217609,-4.84825968447302,-3.63883894229693,0.24825968447302,257.2249608474,0.0832891820927212,6.20065757823979,2.49011196098484
1.20143204564755,-2.22575425968352,-4.87776690626317,-2.65201264657965,0.27776690626317,66.56812080295,10.9261077751084,30.6770958344828,5.53869080509851
9.07629282321001,-1.55068280429781,-5.38804051399863,-3.83735770970082,0.78804051399863,177.258692052,6.83619654051341,97.0115911317429,9.84944623477599
6.2698163428054,-1.85356678744666,-5.41678241243499,-3.56321562498833,0.81678241243499,118.1397449999,6.26594783676126,103.818431331472,10.1891330019522
2.4719704822924,-1.87840312179199,-4.93308364488565,-3.05468052309366,0.33308364488565,114.2187911189,-1.12700566862736,46.0460439033389,6.78572353572844
2.0294515256936,-1.31004970387954,-4.73482226928522,-3.42477256540568,0.13482226928522,231.66724652435,1.99802868133196,7.61624592250468,2.75975468520386
6.63013115132333,-1.67484346230484,-5.27444194919266,-3.59959848688782,0.67444194919266,151.2951936795,-1.74997853865293,131.253504437103,11.4565921825429
3.18187165668201,-1.79485389769984,-4.98069177314421,-3.18583787544437,0.38069177314421,128.63428994195,-0.296132588704748,84.7247989090465,9.20460748261687
1.55774794021745,-2.60411446125392,-5.33095021430276,-2.72683575304884,0.73095021430276,32.79872602656,8.56256671767197,72.6082555557068,8.52104779682093
3.47809491360877,-2.18126063725127,-5.34916164178323,-3.16790100453196,0.74916164178323,71.4518509718,11.8379534468327,185.769760094799,13.6297380787306
3.6934307723205,-2.09308681686646,-5.29085032969159,-3.19776351282513,0.69085032969159,82.27986704795,2.12150607971595,213.434613150591,14.6094015329373
5.49133064475189,-1.22237381425142,-4.93390095072256,-3.71152713647114,0.33390095072256,253.10896379275,-5.68937462276763,35.0681773045099,5.92183901372791
1.29241959616217,-2.1837725272103,-4.88013170912799,-2.69635918191769,0.28013170912799,71.00498672345,8.81045208761701,97.9271209259364,9.89581330290423
5.1397554185256,-1.85611593800212,-5.27241388222145,-3.41629794421933,0.67241388222145,117.63955397675,0.744332602417634,288.88109151581,16.9965023318273
1.74003932664049,-2.68649675380814,-5.59063408018229,-2.90413732637415,0.99063408018229,27.032946593445,25.377376939011,339.769045592657,18.4328252200431
1.49979341149979,-2.3206947261113,-5.00894622407906,-2.68825149796776,0.40894622407906,56.443355740265,10.8756337987292,87.2269413430817,9.33953646296655
1.39465161407337,-2.5129114330993,-5.14340723451798,-2.63049580141868,0.54340723451798,39.49916410154,8.36647027652209,153.562722438572,12.3920427064537
2.53150212232583,-1.86435518038633,-4.93399387489336,-3.06963869450703,0.33399387489336,116.65070843205,3.27229230541007,131.041409335045,11.4473319745277
1.01540537921974,-2.40766302615174,-4.92471380540018,-2.51705077924844,0.32471380540018,48.126723286135,6.77862210128362,49.6859501932591,7.04882615711716
0.636810712751229,-1.93130371827886,-4.69313803115944,-2.76183431288058,0.0931380311594399,105.2278979024,46.3583730019979,5137.08015510529,71.6734271198559
4.79371886012523,-2.02462168721008,-5.40570940781197,-3.38108772060189,0.80570940781197,91.5675749599,11.9036021224681,168.281669505229,12.9723424833462
5.91777084742318,-1.65193711291531,-5.1833074766916,-3.53137036377629,0.5833074766916,156.13784756505,-2.88004975242464,60.4937647857984,7.7777737679749
4.31732076551656,-1.68641288250086,-5.0460817371147,-3.35966885461384,0.4460817371147,148.952384737,-2.74221730772036,71.8376118103467,8.47570715694842
3.39206438235927,-1.75029446392074,-4.98065778049007,-3.23036331656933,0.38065778049007,137.1440476029,-0.743737465861927,75.6330115689111,8.69672418608933
0,-1.94490761196232,-5.99482347814368,-4.04991586618136,0,0,-0.643201290960569,0.538455769466521,0.733795454787314
3.41487109204915,-1.8107282888438,-5.01680359471174,-3.20607530586794,0.41680359471174,126.0928455137,-1.79615693307532,59.2584550248133,7.69795135245822
6.31567954177721,-2.24695010687389,-6.1215397379199,-3.87458963104601,1.5215397379199,63.882863332145,13.6946728378601,2.09606086455633,1.44777790581164
2.41157200598768,-1.76123299514149,-4.87550660840403,-3.11427361326254,0.27550660840403,134.71495196315,1.37006186315014,42.2456671932614,6.49966669862858
3.24668956157238,-1.99690469005081,-5.12418095049317,-3.12727626044236,0.52418095049317,95.32506672,-0.986117346651014,34.5864007154901,5.88102038046886
4.02753364133414,-2.11653051509465,-5.38292342026629,-3.26639290517164,0.78292342026629,79.171245868,8.52230574662736,84.6297133777115,9.19944092745377
2.47028985639941,-2.36480018079091,-5.32850205747778,-2.96370187668687,0.72850205747778,52.18728691774,-8.49391726918399,361.204967422563,19.0053931141285
2.66697158084192,-2.5445433022053,-5.70587219215698,-3.16132888995168,1.10587219215698,37.115989013155,11.9681512566601,452.635292613177,21.2752272047369
5.72745101227929,-1.55431270655592,-5.09985885450171,-3.54554614794579,0.49985885450171,176.3443626997,-3.23300010345459,54.4136701251703,7.37656221590859
4.9492494614327,-1.43925107787356,-4.97427866391777,-3.53502758604421,0.37427866391777,203.5128617184,-0.695424364956076,76.5252168640124,8.74786927565864
9.12602471251864,-1.61141338089859,-5.46058370102369,-3.8491703201251,0.860583701023691,163.2059963586,39.3295973811685,415.413833153742,20.3817033918596
5.54369843922032,-1.77438381066712,-5.24457647240804,-3.47019266174092,0.64457647240804,132.3648694875,-2.50140249412031,175.256509713925,13.2384481610922
2.98897169029089,-1.46627895618408,-4.83399817364182,-3.36771921745774,0.23399817364182,196.58796232075,-0.394132312328715,85.4769368147358,9.24537380611167
6.55792684069182,-1.28757526652679,-5.03010757002246,-3.74253230349567,0.43010757002246,234.65892041345,-0.940514960615075,161.172573276336,12.6953760588781
1.72632945783506,-2.71657145165895,-5.6561842131856,-2.93961276152665,1.0561842131856,25.15542138759,23.4599768341999,62.4348854595885,7.90157487211179
0.949409437233415,-1.75094189796119,-4.70654281535253,-2.95560091739134,0.10654281535253,137.1440476029,5.32765911009408,199.738353811583,14.1328820065683
0,-1.4262214026397,-5.51902240894688,-4.09280100630718,0,0,-1.5086705717258,0.484897624596678,0.696345908724017
6.00709095737198,-1.36714526029057,-5.01696108451802,-3.64981582422745,0.416961084518021,221.72582091725,-2.03579265771637,112.222664581249,10.5935199334899
1.32467561072042,-1.48788970205525,-4.70656810310956,-3.21867840105431,0.10656810310956,191.3065730446,3.34472263862382,25.0812301797579,5.00811643033166
3.59444876037743,-1.76912527507689,-5.01498674983513,-3.24586147475824,0.414986749835131,133.3047589614,-0.286095909346461,88.3722691671524,9.40065259262102
2.07345100409906,-2.60281922564895,-5.57293626052294,-2.97011703487399,0.972936260522941,32.79872602656,24.3390467430855,495.047296644548,22.2496583489398
3.05093894436894,-1.86932418701429,-5.00595930433236,-3.13663511731807,0.40595930433236,115.6641056727,-2.85252698707358,31.9025389846059,5.64823326223394
2.79970453601974,-2.33204112382079,-5.38094222546729,-3.0489011016465,0.78094222546729,55.174814587685,13.3291365270318,104.283501585221,10.2119293762355
4.31516203881488,-1.88616058438743,-5.18889278840263,-3.3027322040152,0.58889278840263,112.7738636791,-1.94081791663777,32.104385476434,5.66607319723581
0.801734257675272,-1.60565393314877,-4.67495053359987,-3.0692966004511,0.0749505335998702,164.6278472813,1.2271582211414,6.53000393955095,2.55538723866872
0,-1.67727914383826,-4.58956654364303,-2.91228739980477,0,150.8226788224,-0.201133381684184,1.30802622064208,1.14368973967684
6.33825465427573,-2.04233329837856,-5.69344558988125,-3.65111229150269,1.09344558988125,89.21134639885,12.2414352921328,321.536985554409,17.9314524106222
1.16085690809491,-2.96084840718747,-5.91359735578137,-2.9527489485939,1.31359735578137,13.60078614024,2.13892324087473,7.13131100384914,2.67045146068022
0,-2.16679233193573,-4.26540792775195,-2.09861559581622,0,73.2265548911,1.64508731754793,2.44739832754061,1.56441628971978
4.48142425882832,-1.95795498257024,-5.28043505364354,-3.3224800710733,0.68043505364354,101.36241963445,-1.49214372069261,148.931602300966,12.2037536152188
5.79496816080116,-1.68695374157081,-5.200642074618,-3.51368833304719,0.600642074618,148.4851049851,1.00557952234835,135.317009312204,11.6325839482122
2.13261592332562,-2.69621274989556,-5.84927293145784,-3.15306018156228,1.24927293145784,26.272590986265,23.621992242732,146.54166777344,12.1054395943906
2.7673833614848,-1.74404099353047,-4.90835493932982,-3.16431394579935,0.30835493932982,138.12300020025,1.87727643709961,55.5590573344492,7.45379482776721
3.07548557351163,-2.27703244469129,-5.37867865089878,-3.10164620620749,0.77867865089878,60.785922720965,12.8383376939361,16.0137456284375,4.00171783468519
3.33621438356923,-1.87186860671751,-5.04578241517704,-3.17391380845953,0.44578241517704,115.18040593475,-1.70356338988926,31.9278030695726,5.65046927870355
2.62674216795793,-1.99459087053315,-5.02199331291924,-3.02740244238609,0.42199331291924,95.7986665857,-1.8866000614684,53.6531154677834,7.32482869886958
4.23562536812821,-2.2016875320122,-5.54169836378848,-3.34001083177628,0.94169836378848,69.2234614721,32.2785622844397,171.215148900568,13.0849206684859
4.44562920936739,-1.69383223581025,-5.06514240093318,-3.37131016512293,0.46514240093318,147.093978356,2.30279036124308,331.426505396602,18.2051230535968
3.62261522090982,-1.8805613123459,-5.09020133580765,-3.20964002346175,0.49020133580765,113.73530703535,-1.81144423633621,71.5673033591704,8.45974605760542
4.12476749896477,-1.80913347868972,-5.10150740210536,-3.29237392341564,0.50150740210536,126.58134716045,-1.64821943124366,50.5012410513196,7.10642252130561
2.44933117424881,-2.37869342025106,-5.34040006345239,-2.96170664320133,0.74040006345239,50.912995522285,4.35090387257384,385.519661681586,19.6346546107026
1.07947639924321,-1.78599175145804,-4.72734422739198,-2.94135247593394,0.127344227391981,130.46123219285,1.76845284272488,82.2834001332716,9.07101979566088
3.28428390353347,-1.76589005680336,-4.97653946434653,-3.21064940754317,0.37653946434653,134.23871263075,-0.364773743542421,40.9677099331802,6.4006023101877
7.06185209787296,-1.67274923466535,-5.31612252761278,-3.64337329294743,0.71612252761278,151.7675309696,16.6292294868411,731.195804672938,27.0406324754607
0,-1.09732380442621,-5.11746455103894,-4.02014074661273,0,0,-3.57876010133231,2.21403179860226,1.48796229743978
2.21531628470051,-1.85668591610589,-4.88982107163597,-3.03313515553008,0.28982107163597,117.63955397675,1.18380940565051,56.268279746461,7.501218550773
1.36022164502125,-1.50246203524374,-4.71129812006269,-3.20883608481895,0.11129812006269,188.09161694375,1.58172003704812,21.684292879547,4.65663965532518
5.70107568900247,-1.76978512631809,-5.25820130664341,-3.48841618032532,0.65820130664341,133.3047589614,1.9341905296186,951.925423453177,30.8532886975307
1.84003739746178,-2.41735042130909,-5.19852302689513,-2.78117260558604,0.59852302689513,47.31440395409,9.76860905460938,1861.24598704158,43.1421602036984
7.35240075205092,-1.54745363740561,-5.23511023238477,-3.68765659497916,0.63511023238477,178.1671562437,7.57669829551117,430.002332453616,20.7364975937022
1.19797427318375,-2.30853128602694,-4.91920178214473,-2.61067049611779,0.31920178214473,57.760344037825,8.5765057761492,79.0128408564177,8.8889167425743
7.04114520296173,-1.25441852282293,-5.04571851873903,-3.7912999959161,0.445718518739031,243.1253305364,-4.35589068196101,51.0596271059073,7.14560194146772
8.62812305344521,-1.47264406341132,-5.28163282983708,-3.80898876642576,0.68163282983708,194.81097418965,-1.95645327632932,88.1295020900542,9.38773146665658
2.75745010213162,-1.24857774805309,-4.77317264894652,-3.52459490089343,0.17317264894652,245.06198632955,0.462476232967575,2.52272300370807,1.58830822062598
4.44872787331781,-1.71227210502176,-5.07477087847781,-3.36249877345605,0.47477087847781,144.211321254,-0.461075347256418,73.9424212918373,8.5989779213484
3.31409356868747,-1.98709462317483,-5.12731982987504,-3.14022520670021,0.52731982987504,96.72489119215,-1.42168168444372,28.6252303527673,5.35025516707076
2.44478906112503,-2.25569642757495,-5.19733998496236,-2.94164355738741,0.59733998496236,62.98938878713,2.15975369815423,80.7693484308643,8.98717688881577
8.62722907601545,-1.61859472404409,-5.42207355174505,-3.80347882770096,0.82207355174505,161.5132815569,13.9765563824315,78.1988634994288,8.84301212819641
5.54056512041237,-1.30786376974963,-4.96782112194966,-3.65995735220003,0.36782112194966,231.8275182808,-3.50268663625658,81.0770789982169,9.00428114833255
2.75824030050349,-2.16648428415977,-5.17971039052657,-3.0132261063668,0.57971039052657,73.2265548911,-1.8427930667973,36.7759352590865,6.06431655333777
0.527047999439101,-1.87755616386263,-4.67101665248044,-2.79346048861781,0.0710166524804404,114.2187911189,17.9486179379414,258.198550035691,16.068557808207
3.37747471169983,-2.14743138824214,-5.28873030593497,-3.14129891769283,0.68873030593497,75.47280648505,3.2182066329062,120.552141223269,10.9796239108299
1.98533769230243,-2.41572914113554,-5.24030467490638,-2.82457553377084,0.64030467490638,47.719436041355,7.78793516182289,1090.82589970087,33.0276535603254
4.12365876177036,-1.61717804604773,-4.99206373417899,-3.37488568813126,0.392063734178991,161.87270899865,0.150141993928006,517.164740873999,22.7412563609401
1.51103439553414,-2.7965166052497,-5.73243422914714,-2.93591762389744,1.13243422914714,20.535673438865,15.8430618700759,4.20339512244601,2.0502183109235
6.51931227111042,-1.19147981470488,-4.9818300327109,-3.79035021800602,0.3818300327109,262.7721209724,-2.1546328441439,34.5325692347161,5.87644188558996
5.50266702457964,-2.07113223872548,-5.59615556012465,-3.52502332139917,0.99615556012465,85.01462775975,18.6402188549965,164.825659260131,12.8384445810282
2.66864030634825,-1.82318075850852,-4.93092644300387,-3.10774568449535,0.330926443003871,124.10982324975,0.286970360994694,58.5397026809583,7.65112427561847
9.98500477300675,-1.53075777147866,-5.44529856335725,-3.91454079187859,0.84529856335725,181.79659014335,19.5836345485094,389.268310070966,19.7298836811312
2.47865323797952,-1.61708903619889,-4.83566209047809,-3.2185730542792,0.23566209047809,161.87270899865,2.78865829501944,55.324560429094,7.43804815990687
6.1830938570783,-2.1794401960561,-5.93180285769212,-3.75236266163602,1.33180285769212,71.4518509718,14.0932739673632,53.6042232114824,7.32149050477308
1.71300637147082,-1.89653287103434,-4.83752315825179,-2.94099028721745,0.237523158251791,110.99428201745,5.32448680032461,319.090059042509,17.863092090747
2.67494968484598,-2.16795998478829,-5.16572151203207,-2.99776152724378,0.56572151203207,72.77136331985,2.36806376895154,81.9548500860379,9.05289180792733
2.42908052319693,-2.04228185399265,-5.01905343512261,-2.97677158112996,0.419053435122611,89.21134639885,-0.566793206942087,42.8188986815719,6.54361510799435
